tx_id,date,amount,currency,category,merchant,description
TX000938,2026-04-14,3166.56,RUB,shopping,М.Видео,Покупка в М.Видео
TX000303,2026-04-15,727.65,RUB,food,ВкусВилл,Покупка в ВкусВилл
TX000448,2026-04-15,28835.34,RUB,shopping,Ozon,Покупка в Ozon
TX000656,2026-04-15,1809.76,RUB,entertainment,Боулинг,Покупка в Боулинг
TX000848,2026-04-15,1300.61,RUB,entertainment,Wink,Покупка в Wink
TX000689,2026-04-16,4946.98,RUB,shopping,DNS,Покупка в DNS
TX000212,2026-04-18,4820.85,RUB,health,Медицина,Покупка в Медицина
TX000421,2026-04-20,7982.68,RUB,shopping,Lamoda,Покупка в Lamoda
TX000582,2026-04-20,5034.91,RUB,health,СМ-Клиника,Покупка в СМ-Клиника
TX000060,2026-04-21,4996.56,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000227,2026-04-21,2692.78,RUB,health,Аптека 36.6,Покупка в Аптека 36.6
TX000188,2026-04-22,1064.23,RUB,utilities,Интернет-провайдер,Покупка в Интернет-провайдер
TX000913,2026-04-22,5544.39,RUB,utilities,Интернет-провайдер,Покупка в Интернет-провайдер
TX000788,2026-04-23,858.62,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000259,2026-04-24,8032.14,RUB,shopping,Спортмастер,Покупка в Спортмастер
TX000266,2026-04-24,2099.87,RUB,food,Азбука Вкуса,Покупка в Азбука Вкуса
TX000756,2026-04-24,20559.49,RUB,shopping,DNS,Покупка в DNS
TX000006,2026-04-25,1535.32,RUB,food,Лента,Покупка в Лента
TX000346,2026-04-25,10179.61,RUB,shopping,Lamoda,Покупка в Lamoda
TX000409,2026-04-26,13733.74,RUB,shopping,Спортмастер,Покупка в Спортмастер
TX000568,2026-04-27,8006.49,RUB,shopping,Спортмастер,Покупка в Спортмастер
TX000741,2026-04-27,1510.97,RUB,entertainment,Wink,Покупка в Wink
TX000999,2026-04-27,10252.81,RUB,shopping,Спортмастер,Покупка в Спортмастер
TX000107,2026-04-28,3602.17,RUB,food,Пятёрочка,Покупка в Пятёрочка
TX000221,2026-04-28,4351.57,RUB,food,Магнит,Покупка в Магнит
TX000416,2026-04-28,1598.11,RUB,food,ВкусВилл,Покупка в ВкусВилл
